source,target,arch,seed,stage,n_samples,T_global,T_binned_mean,T_binned_min,T_binned_max,threshold_norm,brier_reliability,brier_resolution,brier_uncertainty,brier_raw,ece,smooth_ece,delta_rel_vs_raw
chapman,cpsc,resnet1d,46,stage2_ts_binned,2057,1.1017203056832634,1.0041534353540482,0.8861529951090242,1.2506049249260938,0.0,0.10532511035412077,0.023111692933785666,0.24999852289477642,0.331062172605943,0.2981856592556107,0.30013540116546794,-0.011565610170107002
chapman,cpsc,resnet1d,46,stage3_ts_binned_threshold,2057,1.1017203056832634,1.0041534353540482,0.8861529951090242,1.2506049249260938,0.0,0.10532511035412077,0.023111692933785666,0.24999852289477642,0.331062172605943,0.2981856592556107,0.30013540116546794,-0.011565610170107002
chapman,ptbxl,inceptiontime,42,raw,2172,,,,,0.0,0.13527963475291818,0.013009019515104171,0.24880765239156313,0.37127492811640356,0.2662113557670876,0.2582513919370098,0.0
chapman,ptbxl,inceptiontime,42,stage1_ts,2172,0.9843878285278691,,,,0.0,0.13644513086664078,0.01208950081812725,0.24880765239156313,0.37301089289494477,0.2681072917859441,0.26072997195509245,0.0011654961137226028
chapman,ptbxl,inceptiontime,42,stage2_ts_binned,2172,0.9843878285278691,0.984107461442397,0.8502456403578887,1.1105531745970858,0.0,0.1267116089072647,0.010192867657303458,0.24880765239156313,0.3658618480997741,0.27125929716469227,0.26318295958291116,-0.00856802584565347
chapman,ptbxl,inceptiontime,42,stage3_ts_binned_threshold,2172,0.9843878285278691,0.984107461442397,0.8502456403578887,1.1105531745970858,0.0,0.1267116089072647,0.010192867657303458,0.24880765239156313,0.3658618480997741,0.27125929716469227,0.26318295958291116,-0.00856802584565347
chapman,ptbxl,inceptiontime,43,raw,2172,,,,,0.0,0.11971579250304601,0.011820442315027003,0.24988786633157986,0.3578048815858941,0.2572062794757153,0.2509206444556,0.0
chapman,ptbxl,inceptiontime,43,stage1_ts,2172,1.0389052896119755,,,,0.0,0.11588763835920331,0.011779709173448196,0.24988786633157986,0.35377294628258743,0.24660467627162178,0.24139150987557384,-0.003828154143842702
chapman,ptbxl,inceptiontime,43,stage2_ts_binned,2172,1.0389052896119755,0.9747619726889243,0.8804653098561227,1.1005142362620577,0.0,0.11093632344373962,0.012293310923418057,0.24988786633157986,0.34891298090938233,0.2502233947672793,0.24169204405142114,-0.008779469059306391
chapman,ptbxl,inceptiontime,43,stage3_ts_binned_threshold,2172,1.0389052896119755,0.9747619726889243,0.8804653098561227,1.1005142362620577,0.0,0.11093632344373962,0.012293310923418057,0.24988786633157986,0.34891298090938233,0.2502233947672793,0.24169204405142114,-0.008779469059306391
